61.28.0.0/18	9305	[APNIC] **UNKNOWN** (CN)
61.232.0.0/14	9305	[APNIC] **UNKNOWN** (CN)
61.236.0.0/15	9305	[APNIC] **UNKNOWN** (CN)
61.240.0.0/14	9305	[APNIC] **UNKNOWN** (CN)
202.4.252.0/22	9305	[APNIC] **UNKNOWN** (CN)
202.22.248.0/21	9305	[APNIC] **UNKNOWN** (CN)
202.93.252.0/22	9305	[APNIC] **UNKNOWN** (CN)
202.127.200.0/21	9305	[APNIC] **UNKNOWN** (CN)
202.130.0.0/19	9305	[APNIC] **UNKNOWN** (CN)
202.130.224.0/19	9305	[APNIC] **UNKNOWN** (CN)
202.131.208.0/20	9305	[APNIC] **UNKNOWN** (CN)
203.119.24.0/21	9305	[APNIC] **UNKNOWN** (CN)
203.119.32.0/22	9305	[APNIC] **UNKNOWN** (CN)
203.130.32.0/19	9305	[APNIC] **UNKNOWN** (CN)
203.192.0.0/19	9305	[APNIC] **UNKNOWN** (CN)
203.196.0.0/21	9305	[APNIC] **UNKNOWN** (CN)
203.212.0.0/20	9305	[APNIC] **UNKNOWN** (CN)
210.72.160.0/19	9305	[APNIC] **UNKNOWN** (CN)
210.72.192.0/18	9305	[APNIC] **UNKNOWN** (CN)
210.73.64.0/18	9305	[APNIC] **UNKNOWN** (CN)
210.73.128.0/17	9305	[APNIC] **UNKNOWN** (CN)
210.74.0.0/18	9305	[APNIC] **UNKNOWN** (CN)
210.74.64.0/19	9305	[APNIC] **UNKNOWN** (CN)
210.74.160.0/19	9305	[APNIC] **UNKNOWN** (CN)
210.74.192.0/18	9305	[APNIC] **UNKNOWN** (CN)
210.75.0.0/17	9305	[APNIC] **UNKNOWN** (CN)
210.75.128.0/19	9305	[APNIC] **UNKNOWN** (CN)
210.75.192.0/19	9305	[APNIC] **UNKNOWN** (CN)
210.76.0.0/17	9305	[APNIC] **UNKNOWN** (CN)
210.76.128.0/18	9305	[APNIC] **UNKNOWN** (CN)
210.76.224.0/19	9305	[APNIC] **UNKNOWN** (CN)
210.77.32.0/19	9305	[APNIC] **UNKNOWN** (CN)
210.77.96.0/19	9305	[APNIC] **UNKNOWN** (CN)
210.77.128.0/17	9305	[APNIC] **UNKNOWN** (CN)
210.78.32.0/19	9305	[APNIC] **UNKNOWN** (CN)
210.78.64.0/18	9305	[APNIC] **UNKNOWN** (CN)
210.78.128.0/17	9305	[APNIC] **UNKNOWN** (CN)
210.192.96.0/19	9305	[APNIC] **UNKNOWN** (CN)
211.88.0.0/13	9305	[APNIC] **UNKNOWN** (CN)
211.96.0.0/15	9305	[APNIC] **UNKNOWN** (CN)
211.98.0.0/16	9305	[APNIC] **UNKNOWN** (CN)
211.99.0.0/18	9305	[APNIC] **UNKNOWN** (CN)
211.99.64.0/19	9305	[APNIC] **UNKNOWN** (CN)
211.99.128.0/17	9305	[APNIC] **UNKNOWN** (CN)
211.100.0.0/15	9305	[APNIC] **UNKNOWN** (CN)
211.102.0.0/16	9305	[APNIC] **UNKNOWN** (CN)
211.103.128.0/17	9305	[APNIC] **UNKNOWN** (CN)
211.144.0.0/15	9305	[APNIC] **UNKNOWN** (CN)
211.146.0.0/16	9305	[APNIC] **UNKNOWN** (CN)
211.147.0.0/17	9305	[APNIC] **UNKNOWN** (CN)
211.147.128.0/18	9305	[APNIC] **UNKNOWN** (CN)
211.147.208.0/20	9305	[APNIC] **UNKNOWN** (CN)
211.147.224.0/19	9305	[APNIC] **UNKNOWN** (CN)
211.148.0.0/14	9305	[APNIC] **UNKNOWN** (CN)
211.152.0.0/15	9305	[APNIC] **UNKNOWN** (CN)
211.154.0.0/16	9305	[APNIC] **UNKNOWN** (CN)
211.155.0.0/18	9305	[APNIC] **UNKNOWN** (CN)
211.155.64.0/19	9305	[APNIC] **UNKNOWN** (CN)
211.155.128.0/17	9305	[APNIC] **UNKNOWN** (CN)
211.156.0.0/18	9305	[APNIC] **UNKNOWN** (CN)
211.156.80.0/20	9305	[APNIC] **UNKNOWN** (CN)
211.156.96.0/19	9305	[APNIC] **UNKNOWN** (CN)
211.156.128.0/19	9305	[APNIC] **UNKNOWN** (CN)
211.156.176.0/20	9305	[APNIC] **UNKNOWN** (CN)
211.156.192.0/18	9305	[APNIC] **UNKNOWN** (CN)
211.157.0.0/16	9305	[APNIC] **UNKNOWN** (CN)
211.158.0.0/15	9305	[APNIC] **UNKNOWN** (CN)
211.160.0.0/14	9305	[APNIC] **UNKNOWN** (CN)
211.164.0.0/15	9305	[APNIC] **UNKNOWN** (CN)
211.166.0.0/16	9305	[APNIC] **UNKNOWN** (CN)
211.167.0.0/17	9305	[APNIC] **UNKNOWN** (CN)
211.167.128.0/19	9305	[APNIC] **UNKNOWN** (CN)
211.167.176.0/20	9305	[APNIC] **UNKNOWN** (CN)
211.167.192.0/18	9305	[APNIC] **UNKNOWN** (CN)
218.96.0.0/15	9305	[APNIC] **UNKNOWN** (CN)
218.98.224.0/19	9305	[APNIC] **UNKNOWN** (CN)
218.99.0.0/16	9305	[APNIC] **UNKNOWN** (CN)
218.109.0.0/16	9305	[APNIC] **UNKNOWN** (CN)
218.240.0.0/14	9305	[APNIC] **UNKNOWN** (CN)
218.244.0.0/18	9305	[APNIC] **UNKNOWN** (CN)
218.244.96.0/19	9305	[APNIC] **UNKNOWN** (CN)
218.244.128.0/17	9305	[APNIC] **UNKNOWN** (CN)
218.245.0.0/16	9305	[APNIC] **UNKNOWN** (CN)
218.246.0.0/15	9305	[APNIC] **UNKNOWN** (CN)
219.72.0.0/16	9305	[APNIC] **UNKNOWN** (CN)
219.82.0.0/16	9305	[APNIC] **UNKNOWN** (CN)
219.232.0.0/14	9305	[APNIC] **UNKNOWN** (CN)
219.236.0.0/15	9305	[APNIC] **UNKNOWN** (CN)
220.192.0.0/12	9305	[APNIC] **UNKNOWN** (CN)
2001:df0:25c0::/48	9305	[APNIC] **UNKNOWN** (CN)
2400:da60::/32	9305	[APNIC] **UNKNOWN** (CN)
2405:3140::/32	9305	[APNIC] **UNKNOWN** (CN)
2406:1780::/32	9305	[APNIC] **UNKNOWN** (CN)
2407:7d00::/32	9305	[APNIC] **UNKNOWN** (CN)
240a:4000::/21	9305	[APNIC] **UNKNOWN** (CN)
61.112.0.0/12	9349	[APNIC] **UNKNOWN** (JP)
61.192.0.0/12	9349	[APNIC] **UNKNOWN** (JP)
61.208.0.0/13	9349	[APNIC] **UNKNOWN** (JP)
150.22.4.0/22	9349	[APNIC] **UNKNOWN** (JP)
150.22.8.0/21	9349	[APNIC] **UNKNOWN** (JP)
150.22.16.0/20	9349	[APNIC] **UNKNOWN** (JP)
150.22.32.0/19	9349	[APNIC] **UNKNOWN** (JP)
150.22.64.0/20	9349	[APNIC] **UNKNOWN** (JP)
150.22.84.0/22	9349	[APNIC] **UNKNOWN** (JP)
150.22.88.0/21	9349	[APNIC] **UNKNOWN** (JP)
150.22.96.0/19	9349	[APNIC] **UNKNOWN** (JP)
150.22.128.0/17	9349	[APNIC] **UNKNOWN** (JP)
150.24.0.0/15	9349	[APNIC] **UNKNOWN** (JP)
150.33.0.0/16	9349	[APNIC] **UNKNOWN** (JP)
150.36.0.0/16	9349	[APNIC] **UNKNOWN** (JP)
150.53.0.0/16	9349	[APNIC] **UNKNOWN** (JP)
150.58.0.0/16	9349	[APNIC] **UNKNOWN** (JP)
150.62.0.0/16	9349	[APNIC] **UNKNOWN** (JP)
150.64.0.0/16	9349	[APNIC] **UNKNOWN** (JP)
150.68.0.0/16	9349	[APNIC] **UNKNOWN** (JP)
150.80.0.0/15	9349	[APNIC] **UNKNOWN** (JP)
150.88.0.0/16	9349	[APNIC] **UNKNOWN** (JP)
158.200.0.0/16	9349	[APNIC] **UNKNOWN** (JP)
158.206.0.0/16	9349	[APNIC] **UNKNOWN** (JP)
163.47.23.0/24	9349	[APNIC] **UNKNOWN** (JP)
163.132.0.0/16	9349	[APNIC] **UNKNOWN** (JP)
